"TRAP_NUM","MO","WK","YR","CXT","CXQ","CXE","CXS","CXTH","AEV","AED","AET","PC","ANFRA","ANFRE","CSINOR","CSINC","All_Species","LON","LAT","DESERT","SLTMRSH","DKPND","RCRP","GRP","CIT","DAT","PST","FSH","TOTAL","T","TMAX","TOBS","DIST_TO_SEA","TransCXT","t_samps","SEASON"
"06","09","37","1995",211,0,1,0,0,2,0,0,30,0,0,0,0,244,-116.078663338594,33.4548699409948,95.68,0,0,35.65,84.55,66.99,29.44,0,0,312.31,38,420.785714285714,394.785714285714,2.0408775979276,5.35658627467201,32,"fall"
"22","09","37","1995",64,0,0,0,0,0,0,0,35,0,0,0,0,99,-116.146975951721,33.5252751512161,49.61,0,0,102.06,49.59,105.78,5.26,0,0,312.3,38,420.785714285714,394.785714285714,7.89162688723154,4.17438726989564,31,"fall"
"13","09","37","1995",171,0,0,0,0,0,0,0,22,0,0,0,0,193,-116.095106863094,33.498469796742,188.87,0,0,96.86,0,6.59,20,0,0,312.32,38,420.785714285714,394.785714285714,2.32977282904294,5.14749447681345,32,"fall"
"12","09","37","1995",30,102,0,0,0,0,0,0,153,0,0,0,0,285,-116.112437062453,33.4990937043527,94.31,0,0,63.01,0,63.86,87.56,3.56,0,312.3,38,420.785714285714,394.785714285714,3.79402752112479,3.43398720448515,31,"fall"
"04","09","37","1995",36,2,0,0,0,4,0,0,45,0,0,0,0,87,-116.094160006286,33.4554894748286,93.56,0,0,17.8,97.96,98.08,1.25,0,3.66,312.31,38,420.785714285714,394.785714285714,2.97416238677357,3.61091791264422,32,"fall"
"01","09","37","1995",10,1,3,0,0,0,0,0,236,0,0,0,0,250,-116.04378952608,33.441176284239,157.74,5.52,0,0,0,63.54,7.43,0,0,234.23,38,420.785714285714,394.785714285714,0.313407145733172,2.39789527279837,33,"fall"
"24","09","37","1995",42,0,0,0,0,0,0,0,282,1,0,0,0,325,-116.147346251925,33.554462570141,71.28,0,0,151.15,30.57,48.24,11.06,0,0,312.3,38,420.785714285714,394.785714285714,9.78969900790393,3.76120011569356,32,"fall"
"10","09","37","1995",111,0,2,0,0,7,0,0,123,0,0,0,0,243,-116.097177365925,33.4805555555555,263.03,0,0,19.94,0,19.69,2.87,0,6.78,312.31,38,420.785714285714,394.785714285714,2.18156928742819,4.71849887129509,32,"fall"
"09","09","37","1995",118,5,0,0,0,0,0,0,594,0,0,0,0,717,-116.112163888889,33.4805555555555,61.54,0,0,26.35,4.98,175.1,43.04,0,1.29,312.3,38,420.785714285714,394.785714285714,3.55688821293111,4.77912349311153,32,"fall"
"07","09","37","1995",396,1,29,0,0,223,0,0,18,0,0,0,0,667,-116.077577562081,33.4697331979169,226.64,9.97,0,36.81,0,22.29,13.75,0,2.85,312.31,38,420.785714285714,394.785714285714,0.78718305436476,5.98393628068719,32,"fall"
"08","09","37","1995",234,8,1,0,0,71,0,0,32,0,0,0,0,346,-116.095024643104,33.4696827623563,135.47,0,0,55.93,18.49,75.28,24.29,0,2.85,312.31,38,420.785714285714,394.785714285714,2.29056693072234,5.45958551414416,32,"fall"
"16","09","37","1995",5,2,0,0,0,0,0,0,65,0,0,0,0,72,-116.129820514715,33.4806120417832,99.2,0,0,89.81,1.4,97.7,24.2,0,0,312.31,38,420.785714285714,394.785714285714,5.18408139952859,1.79175946922805,31,"fall"
"15","09","37","1995",43,25,0,0,0,1,0,0,100,0,0,0,0,169,-116.129671538396,33.4987077511208,28.28,0,0,97.6,47.65,109.74,29.04,0,0,312.31,38,420.785714285714,394.785714285714,5.30202102681289,3.78418963391826,32,"fall"
"02","09","37","1995",45,1,2,0,0,0,0,0,102,1,0,0,0,151,-116.060868971143,33.4405785159516,90.28,0,0,0,45.66,162.41,13.96,0,0,312.31,38,420.785714285714,394.785714285714,1.7978317494482,3.8286413964891,31,"fall"
"47","09","37","1995",68,0,0,0,0,0,0,0,6,0,0,0,0,74,-116.061332043981,33.5523576754921,168.84,0,24.14,66.01,7.38,19.1,6.03,0,20.8,312.3,38,420.785714285714,394.785714285714,4.42771615250869,4.23410650459726,31,"fall"
"05","09","37","1995",29,12,13,0,0,0,0,0,1,0,0,0,0,55,-116.060965598573,33.4554249351792,213.67,8.89,0,0,30.83,44.12,0,0,14.79,312.3,38,420.785714285714,394.785714285714,1.22005095918288,3.40119738166216,32,"fall"
"20","09","37","1995",38,2,0,0,0,0,0,0,24,0,0,0,0,64,-116.129851492963,33.5104243047012,23.24,0,0,109.39,63.59,96.25,19.84,0,0,312.31,38,420.785714285714,394.785714285714,5.78742086248027,3.66356164612965,32,"fall"
"27","09","37","1995",133,5,0,0,0,0,0,0,110,0,0,0,0,248,-116.129752037184,33.5544235905368,169.92,0,0,121.01,7.11,0,0,9.06,5.2,312.3,38,420.785714285714,394.785714285714,8.60788819899623,4.89783979995091,32,"fall"
"29","09","37","1995",546,0,0,0,0,0,0,0,16,0,0,0,0,562,-116.112512664527,33.5545377345387,182.86,0,0,76.33,0,0,0,0,53.12,312.31,38,420.785714285714,394.785714285714,7.58097998331013,6.30444880242198,31,"fall"
"30","09","37","1995",1070,0,0,0,0,0,0,0,2,0,0,0,0,1072,-116.112774528282,33.5400464244073,287.09,0,0,18.6,3.5,0,0,0,3.12,312.31,38,420.785714285714,394.785714285714,6.36486038239695,6.97634807044775,31,"fall"
"37","09","37","1995",764,70,4,0,0,0,0,0,94,0,0,0,0,932,-116.094578150598,33.5541757657346,199.51,0,6.88,76.4,0,0,24.26,0,5.25,312.3,38,420.785714285714,394.785714285714,6.53239504312798,6.63987583382654,31,"fall"
"33","09","37","1995",2062,0,0,0,0,0,0,0,12,2,0,0,0,2076,-116.095037211773,33.5246916608313,158.72,0,73.3,0,0,0,0,0,80.28,312.3,38,420.785714285714,394.785714285714,3.99496687423725,7.63191651307125,32,"fall"
"44","09","37","1995",137,0,0,0,0,0,0,0,3,0,0,0,0,140,-116.043477083467,33.5394629817105,118.02,0,33.88,82.19,19.07,52.07,3.19,0,3.88,312.3,38,420.785714285714,394.785714285714,2.49262124473054,4.92725368515721,31,"fall"
"48","09","37","1995",666,0,0,0,0,0,0,0,18,0,0,0,0,684,-116.061193834649,33.5396264941129,273.63,0,14.41,6.13,0,1.08,0,0,17.07,312.32,38,420.785714285714,394.785714285714,3.25098804051951,6.50279004591562,32,"fall"
"18","09","37","1995",196,0,0,0,0,2,0,0,9,0,0,0,0,207,-116.095658083723,33.5102133092492,109.13,0,46.9,106.63,0,0,13.9,0,35.74,312.3,38,420.785714285714,394.785714285714,2.94260927887526,5.28320372873799,31,"fall"
"26","09","37","1995",285,3,0,0,0,0,0,0,19,0,0,0,0,307,-116.130058014471,33.5397771658851,63.53,0,0,164.58,76.96,7.23,0,0,0,312.3,38,420.785714285714,394.785714285714,7.50425013230634,5.65599181081985,31,"fall"
"35","09","37","1995",307,0,0,0,0,0,0,0,40,2,0,0,0,349,-116.07889283649,33.5396123221812,186.46,0,85.01,5.97,0,0,1.84,0,33.03,312.31,38,420.785714285714,394.785714285714,4.36012479143756,5.73009978297357,31,"fall"
"25","09","37","1995",149,2,0,0,0,0,0,0,26,0,0,0,0,177,-116.13015998982,33.5250572359253,48.58,0,0,154.69,25.74,56.08,27.22,0,0,312.31,38,420.785714285714,394.785714285714,6.51519472632406,5.01063529409626,30,"fall"
"34","09","37","1995",561,0,0,0,0,0,0,0,7,0,0,0,0,568,-116.078850486332,33.5262756378852,290.8,0,21.51,0,0,0,0,0,0,312.31,38,420.785714285714,394.785714285714,3.2765489148821,6.33150184989369,31,"fall"
"38","09","37","1995",330,0,0,0,0,0,0,0,2,0,0,0,0,332,-116.060326972984,33.5107915338315,234.23,0,0,0,0,0,0,0,0,234.23,38,420.785714285714,394.785714285714,1.13081944046155,5.80211837537706,30,"fall"
"31","09","37","1995",469,2,0,0,0,0,0,0,24,0,0,0,0,495,-116.094815082293,33.5397510570489,230.67,0,5.39,48.55,0,0,0,0,27.7,312.31,38,420.785714285714,394.785714285714,5.29935814184353,6.1527326947041,31,"fall"
"45","09","37","1995",704,0,0,0,0,0,0,0,4,0,0,0,0,708,-116.043264210412,33.5269154809017,142.47,1.73,10.59,0,0,1.67,0,0,0,156.46,38,420.785714285714,394.785714285714,1.1466814470703,6.55819780281227,33,"fall"
"36","09","37","1995",196,0,0,0,0,1,0,0,30,0,0,0,0,227,-116.078733387717,33.554205787678,162.91,0,49.24,5.27,0,0,0,0,94.89,312.31,38,420.785714285714,394.785714285714,5.53530456753835,5.28320372873799,31,"fall"
"32","09","37","1995",253,2,0,0,0,0,0,0,4,0,0,0,0,259,-116.112643502163,33.5249882262004,215.44,0,0,55.95,0,0,0,0,40.92,312.31,38,420.785714285714,394.785714285714,5.2041179515856,5.53733426701854,31,"fall"
"39","09","37","1995",57,0,0,0,0,0,0,0,0,0,0,0,0,57,-116.043979353491,33.554226492057,53.2,0,0,10.21,52.45,195.54,0.9,0,0,312.3,38,420.785714285714,394.785714285714,4.12150685633819,4.06044301054642,31,"fall"
"40","09","37","1995",8,0,0,0,0,0,0,0,2,0,0,0,0,10,-116.026322302007,33.5543905398357,24.94,0,0,13.92,62.44,211,0,0,0,312.3,38,420.785714285714,394.785714285714,4.0825604535955,2.19722457733622,33,"fall"
"41","09","37","1995",3,0,0,0,0,0,0,0,2,0,0,0,0,5,-116.008693676108,33.5545739284671,13.98,0,0,0.41,113.64,184.28,0,0,0,312.31,38,420.785714285714,394.785714285714,4.0389358628849,1.38629436111989,33,"fall"
"64","09","37","1995",1,0,0,0,0,0,0,0,0,1,0,0,0,2,-115.890898908668,33.4774033706464,156.46,0,0,0,0,0,0,0,0,156.46,38,420.785714285714,394.785714285714,0.205637927458456,0.693147180559945,32,"fall"
"54","09","37","1995",7,0,0,0,0,0,0,0,0,0,0,0,0,7,-115.93898249613,33.5197249343921,293.37,5.24,0,0,0,13.7,0,0,0,312.31,38,420.785714285714,394.785714285714,0.204176043937583,2.07944154167984,33,"fall"
"56","09","37","1995",26,0,0,0,0,0,0,0,0,0,0,0,0,26,-115.991190301448,33.5249473197426,182.09,2.65,0,61.13,36.93,29.51,0,0,0,312.31,38,420.785714285714,394.785714285714,0.502501564498204,3.29583686600433,32,"fall"
"62","09","37","1995",1,0,0,0,0,0,0,0,0,0,0,0,0,1,-115.885066182357,33.5034267983741,312.31,0,0,0,0,0,0,0,0,312.31,38,420.785714285714,394.785714285714,2.49783993914236,0.693147180559945,29,"fall"
"60","09","37","1995",47,0,0,0,0,0,0,0,0,0,0,0,0,47,-115.92029756881,33.5099494946497,304.14,8.16,0,0,0,0,0,0,0,312.3,38,420.785714285714,394.785714285714,0.469199250729246,3.87120101090789,33,"fall"
"63","09","37","1995",2,0,0,0,0,0,0,0,0,0,0,0,0,2,-115.906832802226,33.4994605566741,156.46,0,0,0,0,0,0,0,0,156.46,38,420.785714285714,394.785714285714,0.661615010307184,1.09861228866811,32,"fall"
"46","09","37","1995",13,0,0,0,0,0,0,0,21,0,0,0,0,34,-116.026279846006,33.5247198752064,218.96,0.97,0,51.17,3.34,37.86,0,0,0,312.3,38,420.785714285714,394.785714285714,0.810011403111502,2.63905732961526,33,"fall"
"51","09","37","1995",1,0,0,0,0,0,0,0,0,1,0,0,0,2,-115.973754579786,33.5400408169515,185.05,0,0,0,11.18,109.43,6.66,0,0,312.32,38,420.785714285714,394.785714285714,2.23678795945716,0.693147180559945,31,"fall"
"52","09","37","1995",2,0,0,0,0,0,0,0,25,0,0,0,0,27,-115.956553931498,33.5400037098608,247.3,0,0,0,4.53,60.48,0,0,0,312.31,38,420.785714285714,394.785714285714,2.01653138120104,1.09861228866811,31,"fall"
"58","09","37","1995",214,0,1,0,0,0,0,0,1,0,0,0,0,216,-115.956082018721,33.5241237912174,205.7,15.37,0,0,58.82,32.42,0,0,0,312.31,38,420.785714285714,394.785714285714,0.297236066706164,5.37063802812766,33,"fall"
"61","09","37","1995",7,0,0,0,0,0,0,0,0,0,0,0,0,7,-115.901457251804,33.5105890703674,312.31,0,0,0,0,0,0,0,0,312.31,38,420.785714285714,394.785714285714,1.74389269247058,2.07944154167984,32,"fall"
"53","09","37","1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.939282858124,33.539761439135,312.31,0,0,0,0,0,0,0,0,312.31,38,420.785714285714,394.785714285714,2.28160697745816,0,33,"fall"
"55","09","37","1995",11,0,0,0,0,0,0,0,7,0,0,0,0,18,-116.008540286761,33.5250917231086,188.72,0,0,6.78,60.64,14.08,42.09,0,0,312.31,38,420.785714285714,394.785714285714,0.9105704548599,2.484906649788,33,"fall"
"43","09","37","1995",19,1,0,0,0,0,0,0,8,0,0,0,0,28,-116.00850933249,33.5399880400094,48.16,0,0,7.53,60.79,122.05,73.77,0,0,312.3,38,420.785714285714,394.785714285714,2.50327955990069,2.99573227355399,32,"fall"
"59","09","37","1995",2,0,0,0,0,0,0,0,0,0,0,0,0,2,-115.922752099088,33.5233739730783,312.31,0,0,0,0,0,0,0,0,312.31,38,420.785714285714,394.785714285714,1.70082233939348,1.09861228866811,31,"fall"
"42","09","37","1995",58,0,0,0,0,0,0,0,0,0,0,0,0,58,-116.025787284901,33.5401636554377,75.38,0,0,50.66,18.37,163.71,4.18,0,0,312.3,38,420.785714285714,394.785714285714,2.50943371793967,4.07753744390572,33,"fall"
"50","09","37","1995",3,0,0,0,0,0,0,0,2,0,0,0,0,5,-115.99124383934,33.5400013752816,141.14,0,0,17.06,84.16,29.2,31.93,8.82,0,312.31,38,420.785714285714,394.785714285714,2.15678641405984,1.38629436111989,33,"fall"
"57","09","37","1995",17,0,0,0,0,0,0,0,1,0,0,0,0,18,-115.973831585829,33.5246211406785,163.39,11.56,0,6.26,43.25,87.86,0,0,0,312.32,38,420.785714285714,394.785714285714,0.529334853903522,2.89037175789616,33,"fall"
"21","09","39","1995",40,4,0,0,0,0,0,0,21,0,0,0,0,65,-116.146933857515,33.510178547789,28.18,0,0,96.05,45.57,122.41,20.1,0,0,312.31,39,380.230769230769,355.615384615385,7.22175458040948,3.71357206670431,31,"fall"
"08","09","39","1995",415,29,0,0,0,110,0,0,74,0,0,0,0,628,-116.095024643104,33.4696827623563,135.47,0,0,55.93,18.49,75.28,24.29,0,2.85,312.31,39,380.230769230769,355.615384615385,2.29056693072234,6.03068526026126,32,"fall"
"07","09","39","1995",478,0,14,0,0,429,0,0,126,0,0,0,0,1047,-116.077577562081,33.4697331979169,226.64,9.97,0,36.81,0,22.29,13.75,0,2.85,312.31,39,380.230769230769,355.615384615385,0.78718305436476,6.17170059741091,32,"fall"
"09","09","39","1995",112,6,2,0,0,6,0,0,514,0,0,0,0,640,-116.112163888889,33.4805555555555,61.54,0,0,26.35,4.98,175.1,43.04,0,1.29,312.3,39,380.230769230769,355.615384615385,3.55688821293111,4.72738781871234,32,"fall"
"01","09","39","1995",10,1,1,0,0,0,0,0,20,0,0,0,0,32,-116.04378952608,33.441176284239,157.74,5.52,0,0,0,63.54,7.43,0,0,234.23,39,380.230769230769,355.615384615385,0.313407145733172,2.39789527279837,33,"fall"
"15","09","39","1995",67,58,0,0,0,0,0,0,93,1,0,0,0,219,-116.129671538396,33.4987077511208,28.28,0,0,97.6,47.65,109.74,29.04,0,0,312.31,39,380.230769230769,355.615384615385,5.30202102681289,4.21950770517611,32,"fall"
"14","09","39","1995",494,1,0,0,0,1,0,0,4,0,0,0,0,500,-116.080555555556,33.4980166666667,234.53,0,0,0,0,0,0,0,0,234.53,39,380.230769230769,355.615384615385,1.02822440653711,6.20455776256869,31,"fall"
"24","09","39","1995",49,0,0,0,0,0,0,0,546,0,0,0,0,595,-116.147346251925,33.554462570141,71.28,0,0,151.15,30.57,48.24,11.06,0,0,312.3,39,380.230769230769,355.615384615385,9.78969900790393,3.91202300542815,32,"fall"
"23","09","39","1995",21,0,0,0,0,0,0,0,43,0,0,0,0,64,-116.147231399742,33.5397962736661,25.27,0,0,97.38,81.57,68.46,39.62,0,0,312.3,39,380.230769230769,355.615384615385,8.74270304100651,3.09104245335832,32,"fall"
"22","09","39","1995",34,0,0,0,0,0,0,0,70,0,0,0,0,104,-116.146975951721,33.5252751512161,49.61,0,0,102.06,49.59,105.78,5.26,0,0,312.3,39,380.230769230769,355.615384615385,7.89162688723154,3.55534806148941,31,"fall"
"19","09","39","1995",7,0,0,0,0,0,0,0,0,0,0,0,0,7,-116.112089183679,33.5103302976764,62.56,0,0,187.53,0,24.25,36.95,0.06,0.95,312.3,39,380.230769230769,355.615384615385,4.25669953936335,2.07944154167984,31,"fall"
"06","09","39","1995",208,1,0,0,0,0,0,0,34,1,0,0,0,244,-116.078663338594,33.4548699409948,95.68,0,0,35.65,84.55,66.99,29.44,0,0,312.31,39,380.230769230769,355.615384615385,2.0408775979276,5.34233425196481,32,"fall"
"10","09","39","1995",185,0,0,0,0,0,0,0,162,0,0,0,0,347,-116.097177365925,33.4805555555555,263.03,0,0,19.94,0,19.69,2.87,0,6.78,312.31,39,380.230769230769,355.615384615385,2.18156928742819,5.2257466737132,32,"fall"
"04","09","39","1995",269,7,0,0,0,3,0,0,13,0,0,0,0,292,-116.094160006286,33.4554894748286,93.56,0,0,17.8,97.96,98.08,1.25,0,3.66,312.31,39,380.230769230769,355.615384615385,2.97416238677357,5.59842195899838,32,"fall"
"20","09","39","1995",29,5,0,0,0,0,0,0,0,0,0,0,0,34,-116.129851492963,33.5104243047012,23.24,0,0,109.39,63.59,96.25,19.84,0,0,312.31,39,380.230769230769,355.615384615385,5.78742086248027,3.40119738166216,32,"fall"
"13","09","39","1995",310,0,0,0,0,0,0,0,14,0,0,0,0,324,-116.095106863094,33.498469796742,188.87,0,0,96.86,0,6.59,20,0,0,312.32,39,380.230769230769,355.615384615385,2.32977282904294,5.73979291217923,32,"fall"
"12","09","39","1995",52,347,0,0,0,0,0,0,55,0,0,0,0,454,-116.112437062453,33.4990937043527,94.31,0,0,63.01,0,63.86,87.56,3.56,0,312.3,39,380.230769230769,355.615384615385,3.79402752112479,3.97029191355212,31,"fall"
"02","09","39","1995",64,8,3,0,0,0,0,0,43,1,0,0,0,119,-116.060868971143,33.4405785159516,90.28,0,0,0,45.66,162.41,13.96,0,0,312.31,39,380.230769230769,355.615384615385,1.7978317494482,4.17438726989564,31,"fall"
"05","09","39","1995",54,17,8,0,0,0,0,0,2,0,0,0,0,81,-116.060965598573,33.4554249351792,213.67,8.89,0,0,30.83,44.12,0,0,14.79,312.3,39,380.230769230769,355.615384615385,1.22005095918288,4.00733318523247,32,"fall"
"16","09","39","1995",0,4,0,0,0,0,0,0,1,0,0,0,0,5,-116.129820514715,33.4806120417832,99.2,0,0,89.81,1.4,97.7,24.2,0,0,312.31,39,380.230769230769,355.615384615385,5.18408139952859,0,31,"fall"
"11","09","39","1995",231,0,13,0,0,2,0,0,64,0,0,0,0,310,-116.080555555556,33.4805555555555,231.64,2.58,0,0,0,0,0,0,0,234.22,39,380.230769230769,355.615384615385,0.693216173230499,5.44673737166631,32,"fall"
"03","09","39","1995",31,1,0,0,0,0,0,0,20,1,0,0,0,53,-116.073636480725,33.4407123380473,132.53,0,0,0,127.5,52.28,0,0,0,312.31,39,380.230769230769,355.615384615385,2.96949366365427,3.46573590279973,31,"fall"
"44","09","39","1995",243,0,0,0,0,0,0,0,12,0,0,0,0,255,-116.043477083467,33.5394629817105,118.02,0,33.88,82.19,19.07,52.07,3.19,0,3.88,312.3,39,380.230769230769,355.615384615385,2.49262124473054,5.4971682252932,31,"fall"
"35","09","39","1995",647,0,0,0,0,0,0,0,12,1,0,0,0,660,-116.07889283649,33.5396123221812,186.46,0,85.01,5.97,0,0,1.84,0,33.03,312.31,39,380.230769230769,355.615384615385,4.36012479143756,6.47389069635227,31,"fall"
"38","09","39","1995",1710,0,0,0,0,0,0,0,0,0,0,0,0,1710,-116.060326972984,33.5107915338315,234.23,0,0,0,0,0,0,0,0,234.23,39,380.230769230769,355.615384615385,1.13081944046155,7.44483327389219,30,"fall"
"34","09","39","1995",900,0,0,0,0,0,0,0,10,0,0,0,0,910,-116.078850486332,33.5262756378852,290.8,0,21.51,0,0,0,0,0,0,312.31,39,380.230769230769,355.615384615385,3.2765489148821,6.80350525760834,31,"fall"
"33","09","39","1995",2926,0,0,0,0,8,0,0,8,0,0,0,0,2942,-116.095037211773,33.5246916608313,158.72,0,73.3,0,0,0,0,0,80.28,312.3,39,380.230769230769,355.615384615385,3.99496687423725,7.98173328669189,32,"fall"
"18","09","39","1995",698,0,0,0,0,6,0,0,6,0,0,0,0,710,-116.095658083723,33.5102133092492,109.13,0,46.9,106.63,0,0,13.9,0,35.74,312.3,39,380.230769230769,355.615384615385,2.94260927887526,6.54965074223381,31,"fall"
"29","09","39","1995",864,18,0,0,0,0,0,0,14,0,0,0,0,896,-116.112512664527,33.5545377345387,182.86,0,0,76.33,0,0,0,0,53.12,312.31,39,380.230769230769,355.615384615385,7.58097998331013,6.76272950693188,31,"fall"
"31","09","39","1995",980,0,0,0,0,0,0,0,10,0,0,0,0,990,-116.094815082293,33.5397510570489,230.67,0,5.39,48.55,0,0,0,0,27.7,312.31,39,380.230769230769,355.615384615385,5.29935814184353,6.88857245956536,31,"fall"
"30","09","39","1995",858,6,0,0,0,0,0,0,6,0,0,0,0,870,-116.112774528282,33.5400464244073,287.09,0,0,18.6,3.5,0,0,0,3.12,312.31,39,380.230769230769,355.615384615385,6.36486038239695,6.75576892198425,31,"fall"
"45","09","39","1995",806,0,0,0,0,0,0,0,2,0,0,0,0,808,-116.043264210412,33.5269154809017,142.47,1.73,10.59,0,0,1.67,0,0,0,156.46,39,380.230769230769,355.615384615385,1.1466814470703,6.69332366826995,33,"fall"
"36","09","39","1995",384,0,0,0,0,0,0,0,6,0,0,0,0,390,-116.078733387717,33.554205787678,162.91,0,49.24,5.27,0,0,0,0,94.89,312.31,39,380.230769230769,355.615384615385,5.53530456753835,5.95324333428778,31,"fall"
"32","09","39","1995",381,2,0,0,0,0,0,0,5,0,0,0,0,388,-116.112643502163,33.5249882262004,215.44,0,0,55.95,0,0,0,0,40.92,312.31,39,380.230769230769,355.615384615385,5.2041179515856,5.94542060860658,31,"fall"
"27","09","39","1995",174,0,0,0,0,0,0,0,99,0,0,0,0,273,-116.129752037184,33.5544235905368,169.92,0,0,121.01,7.11,0,0,9.06,5.2,312.3,39,380.230769230769,355.615384615385,8.60788819899623,5.16478597392351,32,"fall"
"26","09","39","1995",248,2,0,0,0,0,0,0,40,0,0,0,0,290,-116.130058014471,33.5397771658851,63.53,0,0,164.58,76.96,7.23,0,0,0,312.3,39,380.230769230769,355.615384615385,7.50425013230634,5.51745289646471,31,"fall"
"25","09","39","1995",208,1,0,0,0,0,0,0,21,0,0,0,0,230,-116.13015998982,33.5250572359253,48.58,0,0,154.69,25.74,56.08,27.22,0,0,312.31,39,380.230769230769,355.615384615385,6.51519472632406,5.34233425196481,30,"fall"
"47","09","39","1995",158,0,0,0,0,0,0,0,3,0,0,0,0,161,-116.061332043981,33.5523576754921,168.84,0,24.14,66.01,7.38,19.1,6.03,0,20.8,312.3,39,380.230769230769,355.615384615385,4.42771615250869,5.06890420222023,31,"fall"
"52","09","39","1995",3,0,0,0,0,1,0,0,2,0,0,0,0,6,-115.956553931498,33.5400037098608,247.3,0,0,0,4.53,60.48,0,0,0,312.31,39,380.230769230769,355.615384615385,2.01653138120104,1.38629436111989,31,"fall"
"40","09","39","1995",6,1,0,0,0,0,0,0,1,0,0,0,0,8,-116.026322302007,33.5543905398357,24.94,0,0,13.92,62.44,211,0,0,0,312.3,39,380.230769230769,355.615384615385,4.0825604535955,1.94591014905531,33,"fall"
"58","09","39","1995",42,1,0,0,0,0,0,0,4,0,0,0,0,47,-115.956082018721,33.5241237912174,205.7,15.37,0,0,58.82,32.42,0,0,0,312.31,39,380.230769230769,355.615384615385,0.297236066706164,3.76120011569356,33,"fall"
"41","09","39","1995",9,0,0,0,0,0,0,0,0,0,0,0,0,9,-116.008693676108,33.5545739284671,13.98,0,0,0.41,113.64,184.28,0,0,0,312.31,39,380.230769230769,355.615384615385,4.0389358628849,2.30258509299405,33,"fall"
"39","09","39","1995",51,0,0,0,0,0,0,0,0,0,0,0,0,51,-116.043979353491,33.554226492057,53.2,0,0,10.21,52.45,195.54,0.9,0,0,312.3,39,380.230769230769,355.615384615385,4.12150685633819,3.95124371858143,31,"fall"
"42","09","39","1995",48,0,0,0,0,0,0,0,6,0,0,0,0,54,-116.025787284901,33.5401636554377,75.38,0,0,50.66,18.37,163.71,4.18,0,0,312.3,39,380.230769230769,355.615384615385,2.50943371793967,3.89182029811063,33,"fall"
"43","09","39","1995",28,6,0,0,0,2,0,0,14,0,0,0,0,50,-116.00850933249,33.5399880400094,48.16,0,0,7.53,60.79,122.05,73.77,0,0,312.3,39,380.230769230769,355.615384615385,2.50327955990069,3.36729582998647,32,"fall"
"48","09","39","1995",1442,0,0,0,0,4,0,0,8,0,0,0,0,1454,-116.061193834649,33.5396264941129,273.63,0,14.41,6.13,0,1.08,0,0,17.07,312.32,39,380.230769230769,355.615384615385,3.25098804051951,7.27447955877387,32,"fall"
"54","09","39","1995",458,0,0,0,0,0,0,0,2,0,0,0,0,460,-115.93898249613,33.5197249343921,293.37,5.24,0,0,0,13.7,0,0,0,312.31,39,380.230769230769,355.615384615385,0.204176043937583,6.12905021006055,33,"fall"
"37","09","39","1995",189,14,0,0,0,0,0,0,18,0,0,0,0,221,-116.094578150598,33.5541757657346,199.51,0,6.88,76.4,0,0,24.26,0,5.25,312.3,39,380.230769230769,355.615384615385,6.53239504312798,5.24702407216049,31,"fall"
"60","09","39","1995",22,0,0,0,0,0,0,0,0,0,0,0,0,22,-115.92029756881,33.5099494946497,304.14,8.16,0,0,0,0,0,0,0,312.3,39,380.230769230769,355.615384615385,0.469199250729246,3.13549421592915,33,"fall"
"61","09","39","1995",7,0,0,0,0,0,0,0,0,0,0,0,0,7,-115.901457251804,33.5105890703674,312.31,0,0,0,0,0,0,0,0,312.31,39,380.230769230769,355.615384615385,1.74389269247058,2.07944154167984,32,"fall"
"62","09","39","1995",3,0,0,0,0,0,0,0,1,0,0,0,0,4,-115.885066182357,33.5034267983741,312.31,0,0,0,0,0,0,0,0,312.31,39,380.230769230769,355.615384615385,2.49783993914236,1.38629436111989,29,"fall"
"57","09","39","1995",25,0,0,0,0,1,0,0,0,0,0,0,0,26,-115.973831585829,33.5246211406785,163.39,11.56,0,6.26,43.25,87.86,0,0,0,312.32,39,380.230769230769,355.615384615385,0.529334853903522,3.25809653802148,33,"fall"
"51","09","39","1995",12,0,0,0,0,0,0,0,1,0,0,0,0,13,-115.973754579786,33.5400408169515,185.05,0,0,0,11.18,109.43,6.66,0,0,312.32,39,380.230769230769,355.615384615385,2.23678795945716,2.56494935746154,31,"fall"
"53","09","39","1995",5,0,0,0,0,0,0,0,2,0,0,0,0,7,-115.939282858124,33.539761439135,312.31,0,0,0,0,0,0,0,0,312.31,39,380.230769230769,355.615384615385,2.28160697745816,1.79175946922805,33,"fall"
"63","09","39","1995",6,1,0,0,0,0,0,0,1,0,0,0,0,8,-115.906832802226,33.4994605566741,156.46,0,0,0,0,0,0,0,0,156.46,39,380.230769230769,355.615384615385,0.661615010307184,1.94591014905531,32,"fall"
"64","09","39","1995",1,0,0,0,0,1,0,0,2,1,0,0,0,5,-115.890898908668,33.4774033706464,156.46,0,0,0,0,0,0,0,0,156.46,39,380.230769230769,355.615384615385,0.205637927458456,0.693147180559945,32,"fall"
"59","09","39","1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.922752099088,33.5233739730783,312.31,0,0,0,0,0,0,0,0,312.31,39,380.230769230769,355.615384615385,1.70082233939348,0,31,"fall"
